Time - Stamp,IP Address,API-Endpoint,System Details,Parsed Timestamp,Method,Endpoint,Status Code,Browser,Operating System
[20/Mar/2025:01:36:18 -0500],127.0.0.2,GET /email_configuration/audit/get_all 404 Not Found,UNKNOWN (UNKNOWN),2025-03-20 01:36:18,GET,/email_configuration/audit/get_all,404,UNKNOWN,UNKNOWN
[20/Mar/2025:01:36:32 +0200],127.0.0.5,POST /email_configuration/test 404 Not Found,UNKNOWN (Ubuntu 20.04),2025-03-20 01:36:32,POST,/email_configuration/test,404,UNKNOWN,Ubuntu 20.04
[20/Mar/2025:01:37:58 +0530],127.0.0.5,PUT /disable_poller 400 Bad Request,UNKNOWN (Linux Kernel 6.0),2025-03-20 01:37:58,PUT,/disable_poller,400,UNKNOWN,Linux Kernel 6.0
[20/Mar/2025:01:40:13 +0200],127.0.0.1,PUT /email_configuration/audit/get_all 502 Bad Gateway,Chrome/117.2 (Ubuntu 22.04),2025-03-20 01:40:13,PUT,/email_configuration/audit/get_all,502,Chrome/117.2,Ubuntu 22.04
[20/Mar/2025:01:43:37 +0200],127.0.0.4,GET /enable_poller 403 Forbidden,UNKNOWN (Windows 11),2025-03-20 01:43:37,GET,/enable_poller,403,UNKNOWN,Windows 11
[20/Mar/2025:01:46:38 -0500],127.0.0.3,PUT /update_email_configuration 500 Internal Server Error,Safari/2.2.4 (Ubuntu 22.04),2025-03-20 01:46:38,PUT,/update_email_configuration,500,Safari/2.2.4,Ubuntu 22.04
[20/Mar/2025:01:49:57 +0200],127.0.0.1,PUT /email_configuration/audit/get_all 403 Forbidden,UNKNOWN (Windows 7),2025-03-20 01:49:57,PUT,/email_configuration/audit/get_all,403,UNKNOWN,Windows 7
[20/Mar/2025:01:50:42 +0200],127.0.0.1,POST /get_email_configuration 400 Bad Request,Mozilla/25.3 (Mac OS Sequoia),2025-03-20 01:50:42,POST,/get_email_configuration,400,Mozilla/25.3,Mac OS Sequoia
[20/Mar/2025:01:56:14 -0700],127.0.0.2,PUT /enable_poller 200 OK,UNKNOWN (Windows 11),2025-03-20 01:56:14,PUT,/enable_poller,200,UNKNOWN,Windows 11
[20/Mar/2025:01:57:43 +0000],127.0.0.2,OPTIONS /email_configuration/test 400 Bad Request,Mozilla/39.0 (Linux Kernel 5.15),2025-03-20 01:57:43,OPTIONS,/email_configuration/test,400,Mozilla/39.0,Linux Kernel 5.15
[20/Mar/2025:01:59:56 +0530],127.0.0.1,PUT /enable_poller 200 OK,Mozilla/12.0 (Mac OS Ventura),2025-03-20 01:59:56,PUT,/enable_poller,200,Mozilla/12.0,Mac OS Ventura
[20/Mar/2025:02:01:44 -0500],127.0.0.1,OPTIONS /enable_poller 200 OK,UNKNOWN (Windows 11),2025-03-20 02:01:44,OPTIONS,/enable_poller,200,UNKNOWN,Windows 11
[20/Mar/2025:02:08:05 -0500],127.0.0.2,OPTIONS /email_configuration/test 400 Bad Request,Mozilla/52.9 (UNKNOWN),2025-03-20 02:08:05,OPTIONS,/email_configuration/test,400,Mozilla/52.9,UNKNOWN
[20/Mar/2025:02:14:34 -0700],127.0.0.4,GET /get_email_configuration 400 Bad Request,Chrome/4.2 (Ubuntu 22.04),2025-03-20 02:14:34,GET,/get_email_configuration,400,Chrome/4.2,Ubuntu 22.04
[20/Mar/2025:02:15:28 +0000],127.0.0.3,PUT /disable_poller 200 OK,Safari/2.2.4 (Mac OS Ventura),2025-03-20 02:15:28,PUT,/disable_poller,200,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:02:19:40 +0530],127.0.0.4,POST /email_configuration/unseen/get 200 OK,Mozilla/5.0 (Windows XP),2025-03-20 02:19:40,POST,/email_configuration/unseen/get,200,Mozilla/5.0,Windows XP
[20/Mar/2025:02:22:47 +0200],127.0.0.3,OPTIONS /email_configuration/audit/get_all 300 Redirect,Chrome/45.3 (Ubuntu 20.04),2025-03-20 02:22:47,OPTIONS,/email_configuration/audit/get_all,300,Chrome/45.3,Ubuntu 20.04
[20/Mar/2025:02:27:58 +0000],127.0.0.2,POST /create_email_configuration 202 OK,Mozilla/39.0 (Linux Kernel 6.0),2025-03-20 02:27:58,POST,/create_email_configuration,202,Mozilla/39.0,Linux Kernel 6.0
[20/Mar/2025:02:33:02 +0000],127.0.0.5,OPTIONS /disable_poller 202 OK,Mozilla/25.3 (Mac OS Ventura),2025-03-20 02:33:02,OPTIONS,/disable_poller,202,Mozilla/25.3,Mac OS Ventura
[20/Mar/2025:02:35:45 +0530],127.0.0.5,GET /update_email_configuration 300 Redirect,Chrome/96.5 (Mac OS Ventura),2025-03-20 02:35:45,GET,/update_email_configuration,300,Chrome/96.5,Mac OS Ventura
[20/Mar/2025:02:39:31 +0000],127.0.0.3,OPTIONS /get_email_configuration 500 Internal Server Error,Safari/2.2.4 (Mac OS Ventura),2025-03-20 02:39:31,OPTIONS,/get_email_configuration,500,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:02:39:40 +0000],127.0.0.5,PUT /email_configuration/audit/get_all 500 Internal Server Error,Chrome/45.3 (Linux Kernel 6.0),2025-03-20 02:39:40,PUT,/email_configuration/audit/get_all,500,Chrome/45.3,Linux Kernel 6.0
[20/Mar/2025:02:40:43 +0000],127.0.0.1,POST /get_all_email_configuration 404 Not Found,Safari/2.2.4 (Ubuntu 22.04),2025-03-20 02:40:43,POST,/get_all_email_configuration,404,Safari/2.2.4,Ubuntu 22.04
[20/Mar/2025:02:42:42 +0530],127.0.0.4,PUT /get_all_email_configuration 403 Forbidden,Chrome/4.2 (Windows 11),2025-03-20 02:42:42,PUT,/get_all_email_configuration,403,Chrome/4.2,Windows 11
[20/Mar/2025:02:42:55 +0200],127.0.0.3,OPTIONS /get_all_email_configuration 403 Forbidden,UNKNOWN (Mac OS Ventura),2025-03-20 02:42:55,OPTIONS,/get_all_email_configuration,403,UNKNOWN,Mac OS Ventura
[20/Mar/2025:02:48:20 -0700],127.0.0.2,OPTIONS /create_email_configuration 500 Internal Server Error,UNKNOWN (Mac OS Ventura),2025-03-20 02:48:20,OPTIONS,/create_email_configuration,500,UNKNOWN,Mac OS Ventura
[20/Mar/2025:02:54:38 -0700],127.0.0.2,POST /enable_poller 500 Internal Server Error,UNKNOWN (Linux Kernel 5.15),2025-03-20 02:54:38,POST,/enable_poller,500,UNKNOWN,Linux Kernel 5.15
[20/Mar/2025:02:58:13 +0200],127.0.0.3,OPTIONS /email_configuration/unseen/get 403 Forbidden,UNKNOWN (Ubuntu 22.04),2025-03-20 02:58:13,OPTIONS,/email_configuration/unseen/get,403,UNKNOWN,Ubuntu 22.04
[20/Mar/2025:03:03:28 +0200],127.0.0.1,GET /update_email_configuration 502 Bad Gateway,Mozilla/52.9 (Mac OS Ventura),2025-03-20 03:03:28,GET,/update_email_configuration,502,Mozilla/52.9,Mac OS Ventura
[20/Mar/2025:03:07:55 +0000],127.0.0.1,POST /get_all_email_configuration 401 Unauthorized,UNKNOWN (Linux Kernel 5.15),2025-03-20 03:07:55,POST,/get_all_email_configuration,401,UNKNOWN,Linux Kernel 5.15
[20/Mar/2025:03:13:15 +0000],127.0.0.2,GET /email_configuration/unseen/get 200 OK,Safari/2.2.4 (Mac OS Ventura),2025-03-20 03:13:15,GET,/email_configuration/unseen/get,200,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:03:14:36 +0530],127.0.0.3,PUT /disable_poller 404 Not Found,Safari/2.2.4 (Mac OS Sequoia),2025-03-20 03:14:36,PUT,/disable_poller,404,Safari/2.2.4,Mac OS Sequoia
[20/Mar/2025:03:18:36 +0000],127.0.0.2,OPTIONS /update_email_configuration 300 Redirect,UNKNOWN (Mac OS Ventura),2025-03-20 03:18:36,OPTIONS,/update_email_configuration,300,UNKNOWN,Mac OS Ventura
[20/Mar/2025:03:22:02 +0530],127.0.0.2,OPTIONS /email_configuration/test 200 OK,Safari/2.2.4 (Ubuntu 22.04),2025-03-20 03:22:02,OPTIONS,/email_configuration/test,200,Safari/2.2.4,Ubuntu 22.04
[20/Mar/2025:03:26:50 -0500],127.0.0.2,POST /disable_poller 202 OK,Chrome/4.2 (UNKNOWN),2025-03-20 03:26:50,POST,/disable_poller,202,Chrome/4.2,UNKNOWN
[20/Mar/2025:03:31:46 +0200],127.0.0.4,GET /get_email_configuration 404 Not Found,Mozilla/12.0 (Windows XP),2025-03-20 03:31:46,GET,/get_email_configuration,404,Mozilla/12.0,Windows XP
[20/Mar/2025:03:36:25 -0500],127.0.0.5,PUT /disable_poller 404 Not Found,Mozilla/39.0 (Mac OS Ventura),2025-03-20 03:36:25,PUT,/disable_poller,404,Mozilla/39.0,Mac OS Ventura
[20/Mar/2025:03:37:16 -0700],127.0.0.5,GET /get_email_configuration 200 OK,UNKNOWN (Mac OS Ventura),2025-03-20 03:37:16,GET,/get_email_configuration,200,UNKNOWN,Mac OS Ventura
[20/Mar/2025:03:41:34 +0200],127.0.0.4,PUT /email_configuration/audit/get_all 200 OK,Chrome/5.1 (Linux Kernel 5.15),2025-03-20 03:41:34,PUT,/email_configuration/audit/get_all,200,Chrome/5.1,Linux Kernel 5.15
[20/Mar/2025:03:42:47 -0500],127.0.0.2,POST /enable_poller 401 Unauthorized,Safari/2.2.4 (Mac OS Ventura),2025-03-20 03:42:47,POST,/enable_poller,401,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:03:46:03 +0000],127.0.0.2,OPTIONS /create_email_configuration 202 OK,Chrome/3.0 (Windows 7),2025-03-20 03:46:03,OPTIONS,/create_email_configuration,202,Chrome/3.0,Windows 7
[20/Mar/2025:03:48:52 +0530],127.0.0.1,PUT /email_configuration/audit/get_all 401 Unauthorized,UNKNOWN (Linux Kernel 5.15),2025-03-20 03:48:52,PUT,/email_configuration/audit/get_all,401,UNKNOWN,Linux Kernel 5.15
[20/Mar/2025:03:49:31 +0200],127.0.0.3,POST /get_all_email_configuration 202 OK,UNKNOWN (Windows 10),2025-03-20 03:49:31,POST,/get_all_email_configuration,202,UNKNOWN,Windows 10
[20/Mar/2025:03:56:09 +0000],127.0.0.5,POST /email_configuration/test 403 Forbidden,Mozilla/25.3 (Ubuntu 22.04),2025-03-20 03:56:09,POST,/email_configuration/test,403,Mozilla/25.3,Ubuntu 22.04
[20/Mar/2025:04:02:01 +0530],127.0.0.1,OPTIONS /email_configuration/audit/get_all 400 Bad Request,Mozilla/5.0 (Linux Kernel 5.15),2025-03-20 04:02:01,OPTIONS,/email_configuration/audit/get_all,400,Mozilla/5.0,Linux Kernel 5.15
[20/Mar/2025:04:07:53 -0500],127.0.0.2,POST /get_email_configuration 500 Internal Server Error,Safari/2.2.4 (Mac OS Sequoia),2025-03-20 04:07:53,POST,/get_email_configuration,500,Safari/2.2.4,Mac OS Sequoia
[20/Mar/2025:04:14:33 -0500],127.0.0.4,POST /create_email_configuration 401 Unauthorized,UNKNOWN (Windows XP),2025-03-20 04:14:33,POST,/create_email_configuration,401,UNKNOWN,Windows XP
[20/Mar/2025:04:17:31 -0500],127.0.0.2,GET /get_all_email_configuration 403 Forbidden,UNKNOWN (Linux Kernel 5.15),2025-03-20 04:17:31,GET,/get_all_email_configuration,403,UNKNOWN,Linux Kernel 5.15
[20/Mar/2025:04:22:11 +0000],127.0.0.2,PUT /update_email_configuration 403 Forbidden,Safari/2.2.4 (Mac OS Ventura),2025-03-20 04:22:11,PUT,/update_email_configuration,403,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:04:24:17 +0530],127.0.0.3,GET /email_configuration/unseen/get 202 OK,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 04:24:17,GET,/email_configuration/unseen/get,202,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:04:28:56 -0500],127.0.0.4,OPTIONS /update_email_configuration 404 Not Found,UNKNOWN (Windows 7),2025-03-20 04:28:56,OPTIONS,/update_email_configuration,404,UNKNOWN,Windows 7
[20/Mar/2025:04:33:41 +0530],127.0.0.4,OPTIONS /get_email_configuration 404 Not Found,Mozilla/25.3 (Mac OS Sequoia),2025-03-20 04:33:41,OPTIONS,/get_email_configuration,404,Mozilla/25.3,Mac OS Sequoia
[20/Mar/2025:04:36:10 +0000],127.0.0.4,GET /create_email_configuration 500 Internal Server Error,Mozilla/25.3 (Linux Kernel 5.15),2025-03-20 04:36:10,GET,/create_email_configuration,500,Mozilla/25.3,Linux Kernel 5.15
[20/Mar/2025:04:42:04 +0000],127.0.0.3,PUT /email_configuration/unseen/get 202 OK,Safari/2.2.4 (UNKNOWN),2025-03-20 04:42:04,PUT,/email_configuration/unseen/get,202,Safari/2.2.4,UNKNOWN
[20/Mar/2025:04:43:29 +0000],127.0.0.5,PUT /update_email_configuration 500 Internal Server Error,UNKNOWN (UNKNOWN),2025-03-20 04:43:29,PUT,/update_email_configuration,500,UNKNOWN,UNKNOWN
[20/Mar/2025:04:45:44 -0500],127.0.0.2,OPTIONS /email_configuration/unseen/get 502 Bad Gateway,Mozilla/25.3 (Mac OS Ventura),2025-03-20 04:45:44,OPTIONS,/email_configuration/unseen/get,502,Mozilla/25.3,Mac OS Ventura
[20/Mar/2025:04:52:09 +0530],127.0.0.1,GET /update_email_configuration 200 OK,Mozilla/25.3 (Mac OS Ventura),2025-03-20 04:52:09,GET,/update_email_configuration,200,Mozilla/25.3,Mac OS Ventura
[20/Mar/2025:04:57:07 -0500],127.0.0.1,POST /update_email_configuration 200 OK,UNKNOWN (Windows 11),2025-03-20 04:57:07,POST,/update_email_configuration,200,UNKNOWN,Windows 11
[20/Mar/2025:04:59:23 +0530],127.0.0.1,POST /create_email_configuration 200 OK,Mozilla/5.0 (Ubuntu 20.04),2025-03-20 04:59:23,POST,/create_email_configuration,200,Mozilla/5.0,Ubuntu 20.04
[20/Mar/2025:05:00:24 -0500],127.0.0.4,OPTIONS /email_configuration/test 401 Unauthorized,UNKNOWN (Windows 10),2025-03-20 05:00:24,OPTIONS,/email_configuration/test,401,UNKNOWN,Windows 10
[20/Mar/2025:05:02:18 +0530],127.0.0.5,POST /email_configuration/unseen/get 502 Bad Gateway,Safari/2.2.4 (Mac OS Sequoia),2025-03-20 05:02:18,POST,/email_configuration/unseen/get,502,Safari/2.2.4,Mac OS Sequoia
[20/Mar/2025:05:07:15 +0530],127.0.0.2,POST /update_email_configuration 500 Internal Server Error,Safari/2.2.4 (Mac OS Ventura),2025-03-20 05:07:15,POST,/update_email_configuration,500,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:05:07:53 -0700],127.0.0.2,PUT /email_configuration/test 404 Not Found,UNKNOWN (UNKNOWN),2025-03-20 05:07:53,PUT,/email_configuration/test,404,UNKNOWN,UNKNOWN
[20/Mar/2025:05:12:04 +0200],127.0.0.5,PUT /disable_poller 403 Forbidden,Chrome/3.0 (UNKNOWN),2025-03-20 05:12:04,PUT,/disable_poller,403,Chrome/3.0,UNKNOWN
[20/Mar/2025:05:16:39 -0700],127.0.0.5,OPTIONS /email_configuration/audit/get_all 202 OK,Safari/2.2.4 (Mac OS Ventura),2025-03-20 05:16:39,OPTIONS,/email_configuration/audit/get_all,202,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:05:16:45 +0200],127.0.0.4,OPTIONS /enable_poller 300 Redirect,Chrome/5.1 (Mac OS Sequoia),2025-03-20 05:16:45,OPTIONS,/enable_poller,300,Chrome/5.1,Mac OS Sequoia
[20/Mar/2025:05:22:50 +0530],127.0.0.2,PUT /get_all_email_configuration 401 Unauthorized,Mozilla/52.9 (Mac OS Sequoia),2025-03-20 05:22:50,PUT,/get_all_email_configuration,401,Mozilla/52.9,Mac OS Sequoia
[20/Mar/2025:05:26:04 +0530],127.0.0.1,OPTIONS /enable_poller 403 Forbidden,Chrome/88.0 (Mac OS Ventura),2025-03-20 05:26:04,OPTIONS,/enable_poller,403,Chrome/88.0,Mac OS Ventura
[20/Mar/2025:05:26:20 -0700],127.0.0.2,GET /enable_poller 200 OK,Mozilla/5.0 (UNKNOWN),2025-03-20 05:26:20,GET,/enable_poller,200,Mozilla/5.0,UNKNOWN
[20/Mar/2025:05:26:32 -0700],127.0.0.5,PUT /email_configuration/unseen/get 300 Redirect,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 05:26:32,PUT,/email_configuration/unseen/get,300,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:05:27:25 +0000],127.0.0.3,GET /update_email_configuration 200 OK,Safari/2.2.4 (Ubuntu 22.04),2025-03-20 05:27:25,GET,/update_email_configuration,200,Safari/2.2.4,Ubuntu 22.04
[20/Mar/2025:05:27:32 +0530],127.0.0.3,OPTIONS /disable_poller 403 Forbidden,UNKNOWN (Mac OS Ventura),2025-03-20 05:27:32,OPTIONS,/disable_poller,403,UNKNOWN,Mac OS Ventura
[20/Mar/2025:05:30:41 +0200],127.0.0.2,OPTIONS /disable_poller 403 Forbidden,Chrome/3.0 (Linux Kernel 5.15),2025-03-20 05:30:41,OPTIONS,/disable_poller,403,Chrome/3.0,Linux Kernel 5.15
[20/Mar/2025:05:36:42 +0000],127.0.0.3,OPTIONS /email_configuration/test 404 Not Found,Mozilla/25.3 (Mac OS Sequoia),2025-03-20 05:36:42,OPTIONS,/email_configuration/test,404,Mozilla/25.3,Mac OS Sequoia
[20/Mar/2025:05:37:58 +0200],127.0.0.2,PUT /enable_poller 400 Bad Request,Chrome/5.1 (Mac OS Sequoia),2025-03-20 05:37:58,PUT,/enable_poller,400,Chrome/5.1,Mac OS Sequoia
[20/Mar/2025:05:39:23 +0530],127.0.0.1,POST /update_email_configuration 300 Redirect,Chrome/5.1 (Linux Kernel 6.0),2025-03-20 05:39:23,POST,/update_email_configuration,300,Chrome/5.1,Linux Kernel 6.0
[20/Mar/2025:05:43:01 +0200],127.0.0.3,GET /get_all_email_configuration 400 Bad Request,Safari/2.2.4 (Linux Kernel 6.0),2025-03-20 05:43:01,GET,/get_all_email_configuration,400,Safari/2.2.4,Linux Kernel 6.0
[20/Mar/2025:05:44:10 +0200],127.0.0.2,PUT /create_email_configuration 500 Internal Server Error,Safari/2.2.4 (Mac OS Ventura),2025-03-20 05:44:10,PUT,/create_email_configuration,500,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:05:50:50 +0200],127.0.0.5,PUT /get_email_configuration 502 Bad Gateway,Safari/2.2.4 (Windows XP),2025-03-20 05:50:50,PUT,/get_email_configuration,502,Safari/2.2.4,Windows XP
[20/Mar/2025:05:51:07 -0500],127.0.0.2,OPTIONS /create_email_configuration 300 Redirect,Chrome/5.1 (UNKNOWN),2025-03-20 05:51:07,OPTIONS,/create_email_configuration,300,Chrome/5.1,UNKNOWN
[20/Mar/2025:05:52:45 +0200],127.0.0.2,POST /email_configuration/test 202 OK,UNKNOWN (Ubuntu 22.04),2025-03-20 05:52:45,POST,/email_configuration/test,202,UNKNOWN,Ubuntu 22.04
[20/Mar/2025:05:52:51 +0200],127.0.0.5,OPTIONS /get_all_email_configuration 404 Not Found,Chrome/103.0 (Ubuntu 20.04),2025-03-20 05:52:51,OPTIONS,/get_all_email_configuration,404,Chrome/103.0,Ubuntu 20.04
[20/Mar/2025:05:53:14 +0530],127.0.0.3,PUT /get_email_configuration 401 Unauthorized,Mozilla/52.9 (Mac OS Ventura),2025-03-20 05:53:14,PUT,/get_email_configuration,401,Mozilla/52.9,Mac OS Ventura
[20/Mar/2025:05:53:43 +0530],127.0.0.5,PUT /email_configuration/audit/get_all 401 Unauthorized,UNKNOWN (Linux Kernel 5.15),2025-03-20 05:53:43,PUT,/email_configuration/audit/get_all,401,UNKNOWN,Linux Kernel 5.15
[20/Mar/2025:05:53:58 +0000],127.0.0.4,GET /create_email_configuration 400 Bad Request,Chrome/4.2 (Mac OS Ventura),2025-03-20 05:53:58,GET,/create_email_configuration,400,Chrome/4.2,Mac OS Ventura
[20/Mar/2025:05:54:20 +0200],127.0.0.5,GET /email_configuration/test 403 Forbidden,UNKNOWN (Windows 10),2025-03-20 05:54:20,GET,/email_configuration/test,403,UNKNOWN,Windows 10
[20/Mar/2025:05:54:39 +0530],127.0.0.5,GET /email_configuration/test 404 Not Found,Safari/2.2.4 (UNKNOWN),2025-03-20 05:54:39,GET,/email_configuration/test,404,Safari/2.2.4,UNKNOWN
[20/Mar/2025:05:54:46 +0530],127.0.0.4,GET /update_email_configuration 400 Bad Request,Mozilla/5.0 (Linux Kernel 6.0),2025-03-20 05:54:46,GET,/update_email_configuration,400,Mozilla/5.0,Linux Kernel 6.0
[20/Mar/2025:05:55:09 +0000],127.0.0.5,GET /enable_poller 403 Forbidden,Chrome/67.1 (Windows 7),2025-03-20 05:55:09,GET,/enable_poller,403,Chrome/67.1,Windows 7
[20/Mar/2025:05:55:32 -0500],127.0.0.3,POST /email_configuration/unseen/get 400 Bad Request,UNKNOWN (Ubuntu 22.04),2025-03-20 05:55:32,POST,/email_configuration/unseen/get,400,UNKNOWN,Ubuntu 22.04
[20/Mar/2025:05:55:57 +0530],127.0.0.1,PUT /email_configuration/unseen/get 200 OK,Safari/2.2.4 (Ubuntu 20.04),2025-03-20 05:55:57,PUT,/email_configuration/unseen/get,200,Safari/2.2.4,Ubuntu 20.04
[20/Mar/2025:05:58:32 +0000],127.0.0.2,OPTIONS /get_all_email_configuration 500 Internal Server Error,Mozilla/12.0 (Linux Kernel 6.0),2025-03-20 05:58:32,OPTIONS,/get_all_email_configuration,500,Mozilla/12.0,Linux Kernel 6.0
[20/Mar/2025:06:04:21 +0000],127.0.0.2,POST /email_configuration/unseen/get 500 Internal Server Error,Chrome/103.0 (Windows 11),2025-03-20 06:04:21,POST,/email_configuration/unseen/get,500,Chrome/103.0,Windows 11
[20/Mar/2025:06:07:10 -0700],127.0.0.3,POST /email_configuration/audit/get_all 202 OK,Mozilla/52.9 (Mac OS Sequoia),2025-03-20 06:07:10,POST,/email_configuration/audit/get_all,202,Mozilla/52.9,Mac OS Sequoia
[20/Mar/2025:06:07:35 +0000],127.0.0.4,PUT /email_configuration/unseen/get 502 Bad Gateway,UNKNOWN (Windows 11),2025-03-20 06:07:35,PUT,/email_configuration/unseen/get,502,UNKNOWN,Windows 11
[20/Mar/2025:06:12:51 +0000],127.0.0.1,GET /get_all_email_configuration 200 OK,Chrome/5.1 (UNKNOWN),2025-03-20 06:12:51,GET,/get_all_email_configuration,200,Chrome/5.1,UNKNOWN
[20/Mar/2025:06:16:05 -0500],127.0.0.1,PUT /email_configuration/audit/get_all 502 Bad Gateway,Mozilla/12.0 (UNKNOWN),2025-03-20 06:16:05,PUT,/email_configuration/audit/get_all,502,Mozilla/12.0,UNKNOWN
[20/Mar/2025:06:18:34 +0000],127.0.0.5,GET /email_configuration/unseen/get 200 OK,Mozilla/39.0 (Linux Kernel 5.15),2025-03-20 06:18:34,GET,/email_configuration/unseen/get,200,Mozilla/39.0,Linux Kernel 5.15
[20/Mar/2025:06:20:09 +0000],127.0.0.2,GET /update_email_configuration 300 Redirect,Mozilla/25.3 (Ubuntu 22.04),2025-03-20 06:20:09,GET,/update_email_configuration,300,Mozilla/25.3,Ubuntu 22.04
[20/Mar/2025:06:22:44 +0200],127.0.0.5,PUT /get_all_email_configuration 200 OK,Mozilla/25.3 (Windows XP),2025-03-20 06:22:44,PUT,/get_all_email_configuration,200,Mozilla/25.3,Windows XP
[20/Mar/2025:06:25:39 +0200],127.0.0.1,POST /create_email_configuration 300 Redirect,UNKNOWN (Linux Kernel 6.0),2025-03-20 06:25:39,POST,/create_email_configuration,300,UNKNOWN,Linux Kernel 6.0
[20/Mar/2025:06:27:14 -0700],127.0.0.1,GET /enable_poller 502 Bad Gateway,Chrome/96.5 (Mac OS Sequoia),2025-03-20 06:27:14,GET,/enable_poller,502,Chrome/96.5,Mac OS Sequoia
[20/Mar/2025:06:29:26 -0700],127.0.0.3,POST /email_configuration/unseen/get 502 Bad Gateway,UNKNOWN (Mac OS Sequoia),2025-03-20 06:29:26,POST,/email_configuration/unseen/get,502,UNKNOWN,Mac OS Sequoia
[20/Mar/2025:06:35:18 -0700],127.0.0.5,OPTIONS /disable_poller 202 OK,UNKNOWN (Windows 10),2025-03-20 06:35:18,OPTIONS,/disable_poller,202,UNKNOWN,Windows 10
[20/Mar/2025:06:39:48 +0000],127.0.0.5,GET /update_email_configuration 500 Internal Server Error,Mozilla/52.9 (Ubuntu 20.04),2025-03-20 06:39:48,GET,/update_email_configuration,500,Mozilla/52.9,Ubuntu 20.04
[20/Mar/2025:06:41:45 +0200],127.0.0.4,POST /update_email_configuration 404 Not Found,Chrome/88.0 (Linux Kernel 5.15),2025-03-20 06:41:45,POST,/update_email_configuration,404,Chrome/88.0,Linux Kernel 5.15
[20/Mar/2025:06:43:04 +0000],127.0.0.4,GET /get_email_configuration 202 OK,Safari/2.2.4 (UNKNOWN),2025-03-20 06:43:04,GET,/get_email_configuration,202,Safari/2.2.4,UNKNOWN
[20/Mar/2025:06:44:05 +0000],127.0.0.2,OPTIONS /disable_poller 401 Unauthorized,Chrome/5.1 (Linux Kernel 6.0),2025-03-20 06:44:05,OPTIONS,/disable_poller,401,Chrome/5.1,Linux Kernel 6.0
[20/Mar/2025:06:45:33 +0530],127.0.0.2,GET /email_configuration/audit/get_all 200 OK,UNKNOWN (Windows 7),2025-03-20 06:45:33,GET,/email_configuration/audit/get_all,200,UNKNOWN,Windows 7
[20/Mar/2025:06:45:58 +0000],127.0.0.5,OPTIONS /email_configuration/test 500 Internal Server Error,Safari/2.2.4 (UNKNOWN),2025-03-20 06:45:58,OPTIONS,/email_configuration/test,500,Safari/2.2.4,UNKNOWN
[20/Mar/2025:06:49:56 +0200],127.0.0.4,OPTIONS /create_email_configuration 200 OK,Chrome/117.2 (Windows 7),2025-03-20 06:49:56,OPTIONS,/create_email_configuration,200,Chrome/117.2,Windows 7
[20/Mar/2025:06:52:57 +0000],127.0.0.4,GET /get_all_email_configuration 300 Redirect,Mozilla/5.0 (Ubuntu 20.04),2025-03-20 06:52:57,GET,/get_all_email_configuration,300,Mozilla/5.0,Ubuntu 20.04
[20/Mar/2025:06:56:03 -0700],127.0.0.3,PUT /email_configuration/test 403 Forbidden,Safari/2.2.4 (UNKNOWN),2025-03-20 06:56:03,PUT,/email_configuration/test,403,Safari/2.2.4,UNKNOWN
[20/Mar/2025:06:59:08 +0200],127.0.0.1,PUT /create_email_configuration 200 OK,Chrome/117.2 (Linux Kernel 6.0),2025-03-20 06:59:08,PUT,/create_email_configuration,200,Chrome/117.2,Linux Kernel 6.0
[20/Mar/2025:07:00:01 +0530],127.0.0.5,PUT /disable_poller 404 Not Found,Mozilla/5.0 (Linux Kernel 5.15),2025-03-20 07:00:01,PUT,/disable_poller,404,Mozilla/5.0,Linux Kernel 5.15
[20/Mar/2025:07:02:34 +0530],127.0.0.3,PUT /get_email_configuration 403 Forbidden,Chrome/3.0 (UNKNOWN),2025-03-20 07:02:34,PUT,/get_email_configuration,403,Chrome/3.0,UNKNOWN
[20/Mar/2025:07:03:05 +0200],127.0.0.4,POST /create_email_configuration 500 Internal Server Error,Safari/2.2.4 (UNKNOWN),2025-03-20 07:03:05,POST,/create_email_configuration,500,Safari/2.2.4,UNKNOWN
